person1_ts,person2_ts
0.24327,-0.0068851
0.25266,0.017203
0.25806,0.042752
0.25793,0.067172
0.25611,0.090355
0.25235,0.11313
0.245,0.1354
0.245,0.1354
0.2163,0.18715
0.19643,0.20789
0.17122,0.2211
0.14079,0.23791
0.10542,0.25374
0.066601,0.2678
0.022279,0.27797
-0.02631,0.28895
-0.07017,0.29223
-0.11174,0.29199
-0.15152,0.29239
-0.18389,0.29163
-0.21041,0.28999
-0.22606,0.28736
-0.22606,0.28736
-0.24161,0.27532
-0.23832,0.26599
-0.23544,0.25328
-0.22719,0.23704
-0.21505,0.21717
-0.19871,0.19518
-0.19871,0.19518
-0.15311,0.13809
-0.12698,0.10176
-0.12698,0.10176
-0.062641,0.049937
-0.062641,0.049937
0.0052289,0.0072806
0.03922,-0.012657
0.074962,-0.028285
0.10319,-0.043056
0.10319,-0.043056
0.15323,-0.071282
0.17264,-0.081688
0.18596,-0.095407
0.19716,-0.10925
0.20433,-0.12229
0.20881,-0.13752
0.20881,-0.13752
0.20868,-0.16317
0.20868,-0.16317
0.20072,-0.18895
0.20072,-0.18895
0.17994,-0.21161
0.17994,-0.21161
0.14387,-0.22319
0.14387,-0.22319
0.092588,-0.22157
0.065101,-0.22093
0.065101,-0.22093
-0.0039976,-0.218
-0.0039976,-0.218
-0.074681,-0.21301
-0.10844,-0.21012
-0.14128,-0.20521
-0.16813,-0.20151
-0.19029,-0.19223
-0.21018,-0.18063
-0.21018,-0.18063
-0.23418,-0.14714
-0.23418,-0.14714
-0.23363,-0.10069
-0.23363,-0.10069
-0.22846,-0.042831
-0.22846,-0.042831
-0.20906,0.018602
-0.19243,0.046405
-0.19243,0.046405
-0.15004,0.095549
-0.15004,0.095549
-0.094343,0.13914
-0.094343,0.13914
-0.024506,0.18181
0.011527,0.19981
0.011527,0.19981
0.084124,0.2209
0.1131,0.23199
0.1131,0.23199
0.1624,0.24279
0.1624,0.24279
0.19677,0.24066
0.2089,0.23754
0.21855,0.23144
0.22491,0.22232
0.22491,0.22232
0.22885,0.19233
0.22712,0.17355
0.22712,0.17355
0.22555,0.14978
0.21235,0.08597
0.21235,0.08597
0.18763,0.042361
0.18763,0.042361
0.14727,-7.6907e-4
0.14727,-7.6907e-4
0.089354,-0.036261
0.057721,-0.051788
0.057721,-0.051788
-0.014163,-0.080948
-0.014163,-0.080948
-0.086668,-0.11049
-0.086668,-0.11049
-0.086668,-0.11049
-0.17686,-0.15118
-0.17686,-0.15118
-0.17686,-0.15118
-0.23664,-0.18742
-0.23664,-0.18742
-0.24898,-0.20361
-0.24666,-0.20856
-0.24666,-0.20856
-0.24127,-0.20999
-0.24127,-0.20999
-0.24127,-0.20999
-0.20312,-0.20614
-0.20312,-0.20614
-0.18171,-0.20474
-0.15779,-0.20333
-0.10091,-0.19516
-0.10091,-0.19516
-0.10091,-0.19516
7.4461e-4,-0.16641
7.4461e-4,-0.16641
0.03296,-0.15188
0.068366,-0.13513
0.068366,-0.13513
0.1506,-0.074628
0.1506,-0.074628
0.17116,-0.052535
0.1865,-0.031193
0.20941,0.010739
0.20941,0.010739
0.21962,0.048117
0.21962,0.048117
0.21693,0.080693
0.21693,0.080693
0.21087,0.1081
0.21087,0.1081
0.19239,0.13293
0.19239,0.13293
0.19239,0.13293
0.1401,0.166
0.1401,0.166
0.086346,0.17767
0.086346,0.17767
0.086346,0.17767
-0.020228,0.17398
-0.020228,0.17398
-0.098909,0.15417
-0.098909,0.15417
-0.16283,0.11919
-0.16283,0.11919
-0.20809,0.083605
-0.20809,0.083605
-0.23131,0.041305
-0.23131,0.041305
-0.23131,0.041305
-0.22715,-0.016995
-0.22715,-0.016995
-0.22079,-0.036635
-0.21001,-0.055884
-0.17705,-0.091453
-0.17705,-0.091453
-0.12964,-0.12266
-0.12964,-0.12266
-0.12964,-0.12266
-0.067783,-0.15306
-0.033318,-0.16504
-0.033318,-0.16504
0.068999,-0.19904
0.068999,-0.19904
0.068999,-0.19904
0.1629,-0.20972
0.1629,-0.20972
0.1629,-0.20972
0.20792,-0.20678
0.22379,-0.20528
0.23383,-0.20397
0.24109,-0.20157
0.24377,-0.19715
0.24227,-0.19238
0.2409,-0.18475
0.23865,-0.1744
0.2326,-0.16124
0.22324,-0.14544
0.21095,-0.1273
0.19512,-0.10684
0.17616,-0.084478
0.15375,-0.059699
0.12739,-0.033695
0.098151,-0.0075939
0.064169,0.014641
0.027583,0.039232
-0.011985,0.062001
-0.011985,0.062001
-0.085865,0.10372
-0.12015,0.12376
-0.14908,0.14259
-0.17368,0.1615
-0.19364,0.17943
-0.20783,0.19388
-0.20783,0.19388
-0.21564,0.20411
-0.2129,0.20612
-0.20915,0.20461
-0.20123,0.20177
-0.20123,0.20177
-0.17384,0.18913
-0.15448,0.17853
-0.13136,0.16461
-0.10485,0.14641
-0.10485,0.14641
-0.038034,0.096226
-0.0047502,0.07725
0.029909,0.056938
0.06821,0.036156
0.10294,0.014886
0.13306,-0.0051989
0.15826,-0.024668
0.18121,-0.04453
0.18121,-0.04453
0.21502,-0.077912
0.2261,-0.093032
0.2261,-0.093032
0.23651,-0.12393
0.23583,-0.13616
0.23583,-0.13616
0.23145,-0.15416
0.22586,-0.16063
0.2161,-0.16306
0.20379,-0.16266
0.20379,-0.16266
0.16832,-0.16025
0.16832,-0.16025
0.11526,-0.15644
0.085377,-0.15348
0.085377,-0.15348
0.014056,-0.14017
-0.022787,-0.13055
-0.022787,-0.13055
-0.097049,-0.10447
-0.12793,-0.087043
-0.12793,-0.087043
-0.1788,-0.04671
-0.1788,-0.04671
-0.205,-0.0043287
-0.20794,0.017416
-0.20794,0.017416
-0.20252,0.063008
-0.19693,0.082238
-0.19693,0.082238
-0.18705,0.099446
-0.1734,0.11553
-0.13412,0.13816
-0.11033,0.14526
-0.081678,0.14891
-0.048478,0.14667
-0.048478,0.14667
0.014769,0.12865
0.014769,0.12865
0.088597,0.10721
0.088597,0.10721
0.1469,0.074229
0.17327,0.055944
0.17327,0.055944
0.21679,0.019085
0.21679,0.019085
0.2453,-0.021072
0.2453,-0.021072
0.25682,-0.05762
0.25682,-0.05762
0.25376,-0.090338
0.25376,-0.090338
0.24819,-0.11921
0.23996,-0.1305
0.23996,-0.1305
0.21585,-0.14401
0.21585,-0.14401
0.17763,-0.14818
0.17763,-0.14818
0.12248,-0.14627
0.12248,-0.14627
0.050511,-0.14264
0.010059,-0.1407
0.010059,-0.1407
-0.06835,-0.12892
-0.06835,-0.12892
-0.14129,-0.10831
-0.14129,-0.10831
-0.19922,-0.077782
-0.21996,-0.058232
-0.21996,-0.058232
-0.2462,-0.012751
-0.2462,-0.012751
-0.24488,0.040521
-0.24488,0.040521
-0.23337,0.092009
-0.23337,0.092009
-0.20538,0.14548
-0.20538,0.14548
-0.20538,0.14548
-0.13088,0.21404
-0.13088,0.21404
-0.064039,0.24282
-0.064039,0.24282
0.008619,0.25791
0.048366,0.25794
0.048366,0.25794
0.11707,0.25405
0.11707,0.25405
0.17559,0.24299
0.17559,0.24299
0.17559,0.24299
0.22648,0.20458
0.22648,0.20458
0.22648,0.20458
0.2489,0.13289
0.2489,0.13289
0.24705,0.069965
0.24705,0.069965
0.24705,0.069965
0.23234,0.0018683
0.23234,0.0018683
0.20771,-0.037253
0.20771,-0.037253
0.16953,-0.078725
0.16953,-0.078725
0.16953,-0.078725
0.081296,-0.13465
0.081296,-0.13465
0.0034414,-0.16712
0.0034414,-0.16712
-0.076131,-0.19454
-0.076131,-0.19454
-0.076131,-0.19454
-0.17697,-0.21383
-0.17697,-0.21383
-0.21553,-0.21209
-0.21553,-0.21209
-0.22715,-0.21022
-0.22715,-0.21022
-0.22715,-0.21022
-0.21269,-0.20344
-0.21269,-0.20344
-0.18257,-0.19112
-0.18257,-0.19112
-0.13653,-0.16909
-0.13653,-0.16909
-0.13653,-0.16909
-0.04082,-0.11459
-0.04082,-0.11459
0.030672,-0.065106
0.030672,-0.065106
0.10023,-0.0099975
0.10023,-0.0099975
0.13049,0.01716
0.15739,0.044507
0.15739,0.044507
0.21909,0.11712
0.21909,0.11712
0.2377,0.16212
0.2377,0.16212
0.23793,0.20756
0.23793,0.20756
0.23378,0.24147
0.23378,0.24147
0.23378,0.24147
0.21532,0.2735
0.21532,0.2735
0.18233,0.30107
0.15972,0.31096
0.13241,0.31698
0.10319,0.31828
0.033533,0.31553
0.033533,0.31553
-0.041728,0.31237
-0.041728,0.31237
-0.11186,0.30247
-0.11186,0.30247
-0.11186,0.30247
-0.18915,0.26725
-0.18915,0.26725
-0.18915,0.26725
-0.21614,0.20645
-0.21614,0.20645
-0.21614,0.20645
-0.20376,0.12253
-0.20376,0.12253
-0.17922,0.07317
-0.17922,0.07317
-0.17922,0.07317
-0.11403,0.012227
-0.11403,0.012227
-0.084044,-0.0043816
-0.050176,-0.020554
-0.01611,-0.03518
0.020303,-0.048463
0.020303,-0.048463
0.094649,-0.078826
0.12897,-0.091761
0.12897,-0.091761
0.18977,-0.12139
0.21234,-0.13625
0.21234,-0.13625
0.24809,-0.16186
0.25643,-0.17472
0.25643,-0.17472
0.25882,-0.19544
0.25744,-0.20367
0.25406,-0.20807
0.24704,-0.21021
0.23658,-0.2112
0.22307,-0.20926
0.22307,-0.20926
0.1854,-0.20739
0.16164,-0.20565
0.13454,-0.20437
0.10279,-0.20292
0.068813,-0.19933
0.032416,-0.19454
-0.0053688,-0.18755
-0.043818,-0.178
-0.082842,-0.16584
-0.11332,-0.15049
-0.14292,-0.13252
-0.16749,-0.11168
-0.16749,-0.11168
-0.1938,-0.062449
-0.19715,-0.034656
-0.19715,-0.034656
-0.19265,0.020949
-0.18741,0.047056
-0.18741,0.047056
-0.16393,0.098778
-0.14696,0.1227
-0.12664,0.14541
-0.10343,0.16915
-0.10343,0.16915
-0.048901,0.20903
-0.0187,0.2226
0.0079138,0.2352
0.0079138,0.2352
0.069426,0.25403
0.092752,0.25897
0.092752,0.25897
0.14058,0.25742
0.14058,0.25742
0.1734,0.25246
0.18306,0.24657
0.18306,0.24657
0.18857,0.22554
0.1868,0.20939
0.1868,0.20939
0.18186,0.16951
0.17466,0.14381
0.16433,0.11209
0.15051,0.080623
0.13259,0.057671
0.11167,0.03708
0.089468,0.015518
0.063244,-0.0042079
0.033502,-0.022681
0.0048762,-0.040783
-0.02385,-0.059364
-0.02385,-0.059364
-0.084693,-0.096898
-0.084693,-0.096898
-0.13025,-0.13132
-0.15095,-0.1481
-0.15095,-0.1481
-0.18354,-0.17726
-0.19178,-0.18813
-0.19178,-0.18813
-0.18763,-0.20328
-0.17806,-0.20694
-0.17806,-0.20694
-0.14542,-0.2055
-0.14542,-0.2055
-0.10196,-0.20314
-0.10196,-0.20314
-0.049615,-0.19829
-0.049615,-0.19829
0.0076529,-0.18668
0.037617,-0.17736
0.037617,-0.17736
0.08832,-0.14916
0.08832,-0.14916
0.13088,-0.10959
0.13088,-0.10959
0.15716,-0.058453
0.16263,-0.030646
0.16263,-0.030646
0.1609,0.02455
0.15879,0.050978
0.15879,0.050978
0.14339,0.099577
0.13195,0.12111
0.13195,0.12111
0.09665,0.15794
0.09665,0.15794
0.048714,0.19035
0.048714,0.19035
-0.0078316,0.20395
-0.037353,0.20552
-0.037353,0.20552
-0.091136,0.20055
-0.091136,0.20055
-0.13111,0.18436
-0.14549,0.17001
-0.14549,0.17001
-0.15799,0.12418
-0.15799,0.12418
-0.15356,0.076015
-0.15356,0.076015
-0.13792,0.029833
-0.13792,0.029833
-0.10887,-0.0186
-0.10887,-0.0186
-0.067595,-0.065269
-0.041993,-0.087065
-0.041993,-0.087065
0.01146,-0.12535
0.01146,-0.12535
0.067213,-0.15402
0.067213,-0.15402
0.11228,-0.17404
0.11228,-0.17404
0.14502,-0.18102
0.14502,-0.18102
0.15892,-0.17873
0.15854,-0.17782
0.15854,-0.17782
0.15584,-0.17337
0.15584,-0.17337
0.1473,-0.1607
0.13777,-0.15147
0.13777,-0.15147
0.11176,-0.12562
0.11176,-0.12562
0.073797,-0.089195
0.073797,-0.089195
0.026528,-0.041839
0.026528,-0.041839
-0.027296,0.010135
-0.027296,0.010135
-0.084767,0.065172
-0.10703,0.087287
-0.10703,0.087287
-0.12932,0.1096
-0.14687,0.12853
-0.16737,0.15838
-0.16894,0.17071
-0.16894,0.17071
-0.16617,0.17818
-0.15858,0.17447
-0.15858,0.17447
-0.13507,0.15682
-0.11581,0.14547
-0.11581,0.14547
-0.067007,0.11233
-0.067007,0.11233
-0.011803,0.076328
-0.011803,0.076328
0.051338,0.039095
0.051338,0.039095
0.1025,-0.0045001
0.1025,-0.0045001
0.12759,-0.025774
0.16889,-0.068591
0.16889,-0.068591
0.19011,-0.10954
0.19011,-0.10954
0.18865,-0.14559
0.18865,-0.14559
0.18257,-0.17161
0.18257,-0.17161
0.18257,-0.17161
0.14918,-0.18448
0.14918,-0.18448
0.14918,-0.18448
0.087231,-0.17937
0.087231,-0.17937
0.03257,-0.16781
0.03257,-0.16781
-0.031903,-0.14909
-0.031903,-0.14909
-0.093592,-0.12002
-0.093592,-0.12002
-0.14297,-0.080858
-0.14297,-0.080858
-0.16352,-0.057596
-0.18925,-0.0051978
-0.18925,-0.0051978
-0.18925,-0.0051978
-0.19158,0.050029
-0.18979,0.075528
-0.18979,0.075528
-0.16531,0.13585
-0.16531,0.13585
-0.13121,0.1576
-0.13121,0.1576
-0.083287,0.16335
-0.083287,0.16335
-0.083287,0.16335
0.010915,0.1391
0.010915,0.1391
0.07923,0.10602
0.07923,0.10602
0.13258,0.066901
0.13258,0.066901
0.1564,0.046018
0.17705,0.023259
0.19263,-5.4617e-4
0.20413,-0.024726
0.21175,-0.046548
0.21696,-0.068649
0.21696,-0.068649
0.21152,-0.12894
0.21152,-0.12894
0.19385,-0.1552
0.19385,-0.1552
0.16489,-0.1699
0.16489,-0.1699
0.11953,-0.1676
0.11953,-0.1676
0.059291,-0.16501
0.059291,-0.16501
0.059291,-0.16501
-0.04764,-0.14565
-0.04764,-0.14565
-0.11147,-0.11899
-0.11147,-0.11899
-0.1641,-0.081015
-0.1641,-0.081015
-0.1641,-0.081015
-0.19791,5.8827e-5
-0.19791,5.8827e-5
-0.19475,0.06284
-0.19475,0.06284
-0.18343,0.11823
-0.18343,0.11823
-0.15548,0.15699
-0.15548,0.15699
-0.15548,0.15699
-0.089156,0.17304
-0.089156,0.17304
-0.03125,0.15109
-0.03125,0.15109
0.028029,0.11384
0.060119,0.090076
0.086652,0.063593
0.11048,0.039861
0.11048,0.039861
0.14901,-0.013093
0.14901,-0.013093
0.14901,-0.013093
0.18775,-0.088766
0.18775,-0.088766
0.18775,-0.088766
0.1979,-0.13305
0.19705,-0.15183
0.19062,-0.17782
0.19062,-0.17782
0.17151,-0.18806
0.15724,-0.18572
0.139,-0.18393
0.11482,-0.18139
0.11482,-0.18139
0.059344,-0.16619
0.059344,-0.16619
-0.011028,-0.13931
-0.011028,-0.13931
-0.046918,-0.12105
-0.082412,-0.099233
-0.082412,-0.099233
-0.1438,-0.044712
-0.16647,-0.012779
-0.19184,0.056613
-0.19184,0.056613
-0.19184,0.056613
-0.19044,0.14127
-0.19044,0.14127
-0.19044,0.14127
-0.17224,0.17616
-0.15675,0.18541
-0.15675,0.18541
-0.11479,0.18293
-0.088014,0.17122
-0.028936,0.1327
-0.028936,0.1327
0.0024312,0.10686
0.034655,0.0836
0.06961,0.058939
0.098213,0.035662
0.1257,0.0093873
0.1257,0.0093873
0.17364,-0.043396
0.19223,-0.068685
0.19223,-0.068685
0.21615,-0.11436
0.22283,-0.13436
0.22283,-0.13436
0.21847,-0.16472
0.21633,-0.17319
0.20948,-0.17806
0.19877,-0.17845
0.18455,-0.17612
0.16585,-0.17585
0.14228,-0.17375
0.11527,-0.16879
0.083924,-0.1618
0.048469,-0.15263
0.011119,-0.14089
-0.026174,-0.12572
-0.026174,-0.12572
-0.026174,-0.12572
-0.12932,-0.062944
-0.15496,-0.036237
-0.17724,-0.0076512
-0.19249,0.022619
-0.20039,0.053442
-0.20125,0.08278
-0.20125,0.08278
-0.19375,0.13008
-0.18457,0.14623
-0.18457,0.14623
-0.15289,0.16855
-0.1324,0.17091
-0.1324,0.17091
-0.082062,0.15508
-0.051599,0.13995
-0.051599,0.13995
0.012349,0.095247
0.045206,0.075025
0.045206,0.075025
0.1041,0.029253
0.1041,0.029253
0.14898,-0.023393
0.16789,-0.047162
0.16789,-0.047162
0.19246,-0.093252
0.19884,-0.11173
0.19884,-0.11173
0.20079,-0.14465
0.20079,-0.14465
0.20079,-0.14465
0.18976,-0.16699
0.18976,-0.16699
0.16666,-0.16477
0.16666,-0.16477
0.12909,-0.16266
0.10431,-0.15984
0.10431,-0.15984
0.048854,-0.14794
-0.014301,-0.12712
-0.045769,-0.11273
-0.07869,-0.095536
-0.10423,-0.075086
-0.10423,-0.075086
-0.15152,-0.025146
-0.15152,-0.025146
-0.18009,0.031044
-0.18009,0.031044
-0.18566,0.082796
-0.18566,0.082796
-0.18399,0.10675
-0.1797,0.1246
-0.1797,0.1246
-0.14038,0.15626
-0.14038,0.15626
-0.087008,0.15334
-0.087008,0.15334
-0.023053,0.12943
-0.023053,0.12943
0.050038,0.093887
0.088938,0.071035
0.11798,0.050253
0.14416,0.02715
0.16681000000000001,0.0014888
0.16681000000000001,0.0014888
0.20075,-0.048094
0.20075,-0.048094
0.20075,-0.048094
0.22307,-0.11631
0.22307,-0.11631
0.22345,-0.13587
0.22283,-0.15112
0.21903,-0.16438
0.21215,-0.17471
0.21215,-0.17471
0.17012,-0.18034
0.17012,-0.18034
0.12081,-0.17819
0.12081,-0.17819
0.089775,-0.17547
0.05672,-0.17083
-0.022949,-0.15539
-0.022949,-0.15539
-0.062791,-0.1447
-0.10406,-0.13177
-0.10406,-0.13177
-0.16882,-0.096026
-0.19621,-0.074011
-0.23171,-0.021484
-0.23171,-0.021484
-0.23709,0.0076808
-0.23362,0.037919
-0.23362,0.037919
-0.22394,0.094345
-0.21145,0.11952
-0.19393,0.14195
-0.17165,0.16154
-0.14446,0.17709
-0.113,0.18899
-0.076099,0.19308
-0.039306,0.18849
-7.3589e-4,0.1819
0.040606,0.17037
0.040606,0.17037
0.11597,0.13409
0.14986,0.10704
0.18043,0.081284
0.20225,0.059984
0.20225,0.059984
0.23613,0.013445
0.24492,-0.0097383
0.24492,-0.0097383
0.25011,-0.052716
0.24819,-0.072444
0.24527,-0.090898
0.239,-0.10828
0.22877,-0.12367
0.21536,-0.13647
0.21536,-0.13647
0.17819,-0.15194
0.15301,-0.15596
0.12343,-0.1563
0.089762,-0.15387
0.054829,-0.15289
0.013849,-0.15122
-0.027068,-0.14907
-0.06635,-0.14711
-0.10811,-0.14156
-0.10811,-0.14156
-0.1388,-0.13494
-0.19449,-0.11606
-0.21424,-0.10299
-0.22649,-0.087539
-0.23029,-0.069212
-0.23029,-0.069212
-0.22544,-0.026325
-0.22544,-0.026325
-0.2084,0.020551
-0.19297,0.043289
-0.19297,0.043289
-0.14822,0.084072
-0.12012,0.10307
-0.12012,0.10307
-0.051384,0.13788
-0.051384,0.13788
0.021485,0.16057
0.021485,0.16057
0.094226,0.1691
0.12503,0.16592
0.12503,0.16592
0.17044,0.14529
0.17044,0.14529
0.20002,0.10805
0.20002,0.10805
0.21183,0.071793
0.21056,0.05377
0.21056,0.05377
0.20778,0.015978
0.20778,0.015978
0.19277,-0.020403
0.18006,-0.037047
0.18006,-0.037047
0.14465,-0.067702
0.14465,-0.067702
0.092088,-0.095788
0.092088,-0.095788
0.029722,-0.11744
0.029722,-0.11744
-0.041015,-0.13422
-0.041015,-0.13422
-0.1083,-0.13868
-0.1374,-0.13629
-0.1374,-0.13629
-0.18087,-0.13452
-0.18087,-0.13452
-0.20293,-0.13076
-0.20293,-0.13076
-0.20056,-0.11965
-0.20056,-0.11965
-0.19252,-0.1006
-0.1827,-0.087831
-0.1827,-0.087831
-0.14982,-0.053942
-0.12809,-0.032931
-0.12809,-0.032931
-0.12809,-0.032931
-0.039834,0.037473
-0.039834,0.037473
0.026505,0.08887
0.026505,0.08887
0.099725,0.14052
0.099725,0.14052
0.16169,0.18619
0.18935,0.19773
0.18935,0.19773
0.22947,0.20688
0.22947,0.20688
0.25623,0.20207
0.25623,0.20207
0.26962,0.18517
0.26962,0.18517
0.26791,0.15417
0.26791,0.15417
0.26791,0.15417
0.25175,0.074965
0.25175,0.074965
0.22334,0.032503
0.22334,0.032503
0.18238,-0.014904
0.18238,-0.014904
0.12641,-0.061415
0.12641,-0.061415
0.053257,-0.10525
0.053257,-0.10525
0.053257,-0.10525
-0.068936,-0.15671
-0.068936,-0.15671
-0.14233,-0.17895
-0.14233,-0.17895
-0.19523,-0.18656
-0.19523,-0.18656
-0.19523,-0.18656
-0.22297,-0.18303
-0.22297,-0.18303
-0.21672,-0.1796
-0.21672,-0.1796
-0.19395,-0.16756
-0.17599,-0.15904
-0.1541,-0.14769
-0.12881,-0.13338
-0.10042,-0.11582
-0.067435,-0.095444
-0.030529,-0.072112
0.0021247,-0.046976
0.037764,-0.020319
0.037764,-0.020319
0.10865,0.036629
0.10865,0.036629
0.10865,0.036629
0.17825,0.11974
